"header","class","mechanism","group","hessSRR094424","shiSRR873453","stewartERR2027897","stewartERR2027900","stewartERR2027917","hessSRR094417","stewartERR2027930","wallaceERR983267","shiSRR873460","shiSRR873452","stewartERR2027891","wallaceERR983263","shiSRR873606","stewartERR2027921","stewartERR2027890","stewartERR2027903","stewartERR2027904","wallaceERR2027890","shiSRR873603","stewartERR2027895","hessSRR094427","wallaceERR2282092","stewartERR2027928","shiSRR873601","hessSRR094416","wallaceERR983268","stewartERR2027914","stewartERR2027905","wallaceERR983265","shiSRR873461","shiSRR873450","stewartERR2027924","shiSRR873457","stewartERR2027919","stewartERR2027925","stewartERR2027910","shiSRR1267595","stewartERR2027927","shiSRR873463","stewartERR2027894","stewartERR2027899","stewartERR2027920","wallaceERR983264","shiSRR873455","wallaceERR2530126","stewartERR2027915","shiSRR873458","stewartERR2027916","stewartERR2027907","shiSRR873456","stewartERR2027901","hessSRR094403","stewartERR2027913","hessSRR094418","shiSRR873598","shiSRR873465","shiSRR873607","shiSRR873600","hessSRR094428","wallaceERR983269","shiSRR873602","stewartERR2027926","stewartERR2027923","shiSRR873464","shiSRR873608","stewartERR2027908","stewartERR2027893","shiSRR1222431","hessSRR094166","stewartERR2027898","stewartERR2027902","shiSRR873605","stewartERR2027909","stewartERR2027929","shiSRR873454","wallaceERR2530127","wallaceERR983266","shiSRR873595","shiSRR873610","hessSRR094405","wallaceERR983262","wallaceERR2027889","stewartERR2027892","stewartERR2027912","stewartERR2027906","shiSRR873451","hessSRR094419","shiSRR873609","shiSRR873596","stewartERR2027896","stewartERR2027922","stewartERR2027918","stewartERR2027889","shiSRR873462","shiSRR873459","shiSRR873599","stewartERR2027911","hessSRR094415","shiSRR873604","shiSRR873597"
"MEG_1121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ARMR","Drug and biocide resistance","Drug and biocide RND efflux pumps","ARMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192529842125529,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR","Arsenic resistance","Arsenic resistance regulator","ARSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93469591226321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM","Multi-metal resistance","Multi-metal resistance protein","ARSRM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627988986039322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER","Drug and biocide and metal resistance","Drug and biocide and metal RND efflux regulator","BAER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90054835493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1288|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI","betalactams","Penicillin binding protein regulator","BLAI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1289|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI","betalactams","Penicillin binding protein regulator","BLAI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1293|Drugs|betalactams|Class_A_betalactamases|BLAP","betalactams","Class A betalactamases","BLAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD","Multi-metal resistance","Multi-metal resistance protein","CADD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7233300099701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX","Multi-metal resistance","Multi-metal resistance regulator","CADX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346680533888022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB","Drug and biocide resistance","Drug and biocide RND efflux pumps","CEOB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.967824419348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR","MLS","23S rRNA methyltransferases","CFR",0,0,0,9.49868073878628,0,0,0,0,0,0,0,0,0,0,0,0,15.8285243198681,0,0,0,0,0,0,0,0,0,0,9.71258671952428,0,0,0,0,0,0,0,0,0,0,0,9.99767495931179,14.8970351978969,0,0,0,0,0,0,0,25.8899676375405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4242942686056,0,5.37354827526434,0,25.4476908576814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR","MLS","23S rRNA methyltransferases","CFR",0,0,0,23.7467018469657,0,0,0,0,0,0,0,0,0,0,0,9.36843805524148,66.6117065127782,0,0,0,0,0,0,0,0,0,0,33.1020812685828,0,0,0,0,0,0,0,0,0,0,0,31.6205533596838,39.7254271943917,0,0,0,0,0,0,0,87.9180151024811,0,35.6347438752784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.042907342334,0,0,0,0,0,0,0,0,0,0,10.6073567151411,0,21.3208528341134,0,68.8030160226202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX","betalactams","Class A betalactamases","CFX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1339285714286,0,0,0,0,0,0,0,0,0,0,5.1150895140665,10.515554257339,0,0,0,0,0,0,0,6.11290902553038,0,2.38625517021954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0967264656926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66069745523092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX","betalactams","Class A betalactamases","CFX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47320692497939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX","betalactams","Class A betalactamases","CFX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57680872150644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX","betalactams","Class A betalactamases","CFX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63808738664468,0,0,0,0,0,0,0,0,0,0,3.56788899900892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX","betalactams","Class A betalactamases","CFX",0,0,0,2.63852242744063,0,0,0,0,0,0,0,0,0,0,0,0,2.1434460016488,0,0,0,0,0,0,0,0,0,0,0,46.3169642857143,0,0,0,0,0,0,0,0,0,0,6.74261799581493,13.4365415510443,0,0,0,0,0,0,0,9.43905070118662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2063991122619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41941564561734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX","betalactams","Class A betalactamases","CFX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13272877164056,0,0,0,0,0,0,0,0,0,0,2.37859266600595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX","betalactams","Class A betalactamases","CFX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96784830997527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",2.52649920139393,0,0,0,13.0597014925373,0,0,0,0,0,0,0,1.45848525888113,8.39307571253716,0,0,0,0,0,0,0,0,0,0,0,0,10.5664299324441,0,0,0,0,0,0,7.42574257425743,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72323552735924,0,0,0,0,19.4337811900192,0,0,0,0,37.7617148554337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49478449124188,0,0,0,0,1.80090366773327,0,0,4.39204808136847,0,9.06408094435076,0,0,0,1.94455140546785,0,0,0,0,4.39204808136847,0,0,0,0,0,0,37.317900618639
"MEG_2023|Metals|Copper_resistance|Copper_resistance_protein|COPA","Copper resistance","Copper resistance protein","COPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3774415796576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2038|Metals|Copper_resistance|Copper_resistance_protein|COPB","Copper resistance","Copper resistance protein","COPB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74202713260885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2058|Metals|Copper_resistance|Copper_resistance_protein|COPG","Copper resistance","Copper resistance protein","COPG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7083599687478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2071|Metals|Copper_resistance|Copper_resistance_regulator|COPR","Copper resistance","Copper resistance regulator","COPR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0691100220186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF","Multi-metal resistance","Multi-metal RND efflux pumps","CUSF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43320039880359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2461|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA","Multi-metal resistance","Multi-metal RND efflux pumps","CZCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4372469635627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2462|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA","Multi-metal resistance","Multi-metal RND efflux pumps","CZCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0989416861993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2463|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB","Multi-metal resistance","Multi-metal RND efflux pumps","CZCB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5831380069607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2464|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB","Multi-metal resistance","Multi-metal RND efflux pumps","CZCB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2878045315718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2466|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM","Multi-metal resistance","Multi-metal RND efflux regulator","CZCCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32708288940976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2467|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM","Multi-metal resistance","Multi-metal RND efflux regulator","CZCCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54016620498615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
